_RAJ2000,_DEJ2000,SDSS,S_N,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,E_B-V_,pm
160.9896,51.7349,104350.84+514508.69,37,17.823,0.028,17.705,0.018,18.092,0.017,18.400,0.023,18.697,0.036,0.015,3.200
159.4369,53.7495,103739.63+534700.87,30,18.059,0.036,17.833,0.022,18.153,0.021,18.426,0.025,18.768,0.042,0.025,35.300
160.8806,55.2610,104309.59+551552.09,21,19.203,0.033,18.768,0.027,19.078,0.027,19.494,0.079,19.589,0.092,0.008,0.000
165.8641,53.8794,110336.24+535258.33,31,18.138,0.027,18.133,0.017,18.482,0.017,18.741,0.020,18.992,0.049,0.013,3.300
166.5467,51.6413,110606.72+514002.37,24,18.288,0.022,18.124,0.034,18.419,0.013,18.729,0.016,18.963,0.038,0.011,30.700
165.1438,52.1668,110045.14+521043.71,27,18.343,0.028,18.364,0.019,18.750,0.026,18.987,0.019,19.351,0.063,0.011,10.600
164.4500,53.2250,105731.96+531354.76,19,18.535,0.023,18.686,0.030,19.212,0.023,19.588,0.031,19.949,0.120,0.012,6.400
163.5503,55.0766,105424.09+550219.96,16,19.184,0.025,19.165,0.023,19.562,0.038,19.815,0.031,20.148,0.116,0.011,16.000
164.7900,54.6760,105858.68+544156.27,20,18.734,0.021,18.767,0.025,19.187,0.019,19.494,0.024,19.606,0.080,0.008,22.300
236.9270,54.1057,154726.64+540732.58,13,20.136,0.037,19.549,0.020,19.376,0.020,19.297,0.025,19.302,0.052,0.011,55.000
239.7370,54.8772,155904.24+545426.21,15,19.871,0.035,19.528,0.024,19.513,0.018,19.560,0.030,19.401,0.083,0.009,34.600
241.2345,54.5130,160503.86+543037.44,18,19.134,0.040,18.957,0.026,19.242,0.025,19.539,0.034,19.650,0.085,0.012,12.400
216.8732,55.0274,142724.37+545925.31,29,18.042,0.019,18.262,0.023,18.793,0.022,19.130,0.026,19.470,0.083,0.013,29.800
217.4603,55.3987,142956.58+552229.08,20,19.033,0.024,18.938,0.011,19.304,0.026,19.559,0.022,19.925,0.086,0.011,3.800
220.8723,55.5988,144319.34+553343.44,13,19.913,0.047,19.527,0.026,19.413,0.022,19.441,0.029,19.496,0.087,0.015,35.800
230.5974,54.4074,152212.48+542250.75,32,17.597,0.013,17.567,0.018,17.976,0.014,18.288,0.014,18.555,0.039,0.011,50.700
231.0297,54.9817,152408.24+550048.99,27,17.788,0.021,17.947,0.020,18.366,0.018,18.708,0.020,19.022,0.039,0.013,16.900
230.9560,54.2373,152335.24+541452.90,16,18.918,0.023,18.938,0.020,19.225,0.018,19.559,0.035,19.857,0.111,0.012,26.000
231.0023,54.3954,152356.57+542256.87,32,17.446,0.021,17.468,0.015,17.887,0.013,18.177,0.014,18.496,0.034,0.014,18.300
233.5639,53.1728,153404.93+530809.99,18,19.114,0.031,19.097,0.021,19.442,0.020,19.698,0.027,19.822,0.092,0.017,13.700
233.3749,54.1121,153317.19+540441.48,15,19.267,0.032,19.099,0.024,19.366,0.015,19.643,0.024,19.886,0.082,0.014,24.200
238.7313,52.0059,155459.82+520239.20,29,17.865,0.031,17.932,0.019,18.357,0.018,18.649,0.018,19.083,0.057,0.010,6.600
236.0646,51.5735,154415.27+513310.04,41,16.839,0.019,17.188,0.016,17.597,0.021,17.980,0.027,18.251,0.028,0.014,24.500
237.7352,53.4300,155105.40+532611.05,44,17.173,0.021,17.014,0.014,17.350,0.018,17.639,0.028,17.921,0.020,0.015,21.100
241.2305,50.5481,160515.39+503137.96,35,17.734,0.019,17.586,0.015,17.866,0.014,18.156,0.011,18.433,0.028,0.025,10.600
241.2502,50.9054,160415.04+504459.37,37,17.108,0.016,17.490,0.017,17.981,0.011,18.328,0.018,18.696,0.038,0.036,19.570
222.3486,53.0619,144943.70+530443.99,19,18.853,0.028,19.131,0.021,19.664,0.030,19.994,0.044,20.128,0.148,0.019,12.470
228.8431,51.1299,151523.08+510627.08,19,18.948,0.023,18.804,0.023,19.148,0.019,19.473,0.026,19.768,0.068,0.019,5.200
238.5379,50.0148,155408.06+500223.85,18,18.974,0.029,18.657,0.018,18.962,0.016,19.214,0.021,19.535,0.067,0.016,28.500
218.7655,51.1710,143504.38+510822.95,17,18.879,0.030,19.103,0.020,19.626,0.020,19.977,0.032,20.383,0.155,0.010,11.400
227.2813,50.0121,150900.90+500015.40,18,18.653,0.018,18.830,0.019,19.228,0.019,19.534,0.029,19.882,0.072,0.012,10.300
229.5386,49.3183,151828.83+491903.18,32,17.987,0.021,17.848,0.020,18.140,0.016,18.440,0.019,18.702,0.032,0.018,10.600
222.0173,47.2271,144801.75+471500.55,22,18.541,0.024,18.524,0.033,18.866,0.017,19.142,0.021,19.465,0.058,0.018,10.900
221.7080,49.0386,144642.76+490234.24,17,18.959,0.025,19.033,0.020,19.438,0.019,19.732,0.032,20.039,0.144,0.025,14.100
224.7839,47.9950,145911.37+475816.46,16,19.488,0.029,19.215,0.019,19.542,0.033,19.857,0.210,20.233,0.164,0.028,9.300
232.3895,46.6412,152930.42+463749.54,18,19.176,0.027,18.912,0.017,19.170,0.020,19.371,0.027,19.668,0.087,0.015,31.800
231.3168,47.5171,152518.86+473023.36,17,18.863,0.026,18.847,0.020,19.236,0.021,19.559,0.030,19.810,0.084,0.025,23.400
230.7283,46.8690,152244.18+465312.52,14,19.481,0.028,19.180,0.021,19.511,0.021,19.771,0.024,19.926,0.081,0.023,61.400
233.1715,47.2593,153226.81+471358.79,22,18.931,0.029,18.789,0.023,19.126,0.019,19.328,0.024,19.643,0.077,0.017,14.100
219.1292,46.9548,143616.49+465547.10,27,18.388,0.018,18.326,0.014,18.652,0.014,18.917,0.022,19.225,0.047,0.019,21.800
221.6156,46.7117,144620.16+464319.59,38,17.681,0.017,17.408,0.021,17.749,0.017,18.008,0.016,18.307,0.030,0.013,4.300
204.8925,51.3780,133932.44+512218.98,28,17.678,0.023,17.939,0.023,18.350,0.016,18.704,0.022,19.072,0.037,0.010,17.700
208.4340,51.7837,134853.49+505428.25,32,17.430,0.022,17.863,0.025,18.393,0.014,18.753,0.016,19.038,0.038,0.019,20.890
213.8480,51.4231,141517.07+512345.72,12,19.800,0.038,19.303,0.019,19.262,0.021,19.274,0.023,19.449,0.078,0.016,55.200
200.2532,47.8379,132059.56+475252.64,12,19.725,0.045,19.296,0.015,19.213,0.020,19.270,0.023,19.311,0.070,0.009,38.100
202.7577,48.9220,133105.49+485402.96,11,20.340,0.054,19.696,0.019,19.791,0.034,19.793,0.049,19.874,0.081,0.007,16.500
207.6089,49.2821,135028.37+491622.41,29,17.418,0.018,17.584,0.018,18.061,0.021,18.409,0.026,18.670,0.067,0.012,43.600
208.8599,49.5822,135530.99+493426.74,32,18.206,0.055,18.235,0.124,18.612,0.209,18.877,0.314,19.220,0.061,0.013,18.100
212.8633,48.9001,141139.90+485553.04,21,18.478,0.019,18.791,0.016,19.248,0.022,19.633,0.027,20.205,0.117,0.024,19.900
204.4572,46.0078,133739.67+455833.25,30,17.675,0.054,17.979,0.021,18.360,0.021,18.680,0.026,18.949,0.052,0.018,20.800
209.7740,47.6356,135913.82+474012.41,24,19.136,0.027,18.647,0.032,18.754,0.022,18.867,0.016,19.188,0.053,0.015,70.200
212.2781,47.8967,140903.69+475400.48,19,18.826,0.025,18.951,0.029,19.339,0.018,19.690,0.023,20.113,0.083,0.014,8.300
215.9439,47.4792,142400.19+472909.18,25,18.458,0.020,18.335,0.014,18.710,0.022,19.012,0.021,19.230,0.047,0.014,24.300
218.4976,47.8898,143350.40+475333.18,20,18.839,0.022,18.750,0.020,19.058,0.017,19.349,0.022,19.498,0.052,0.022,18.100
208.7932,53.0529,135507.66+530456.88,23,18.755,0.038,18.599,0.025,18.936,0.028,19.197,0.023,19.513,0.059,0.014,23.100
208.1739,53.2686,135248.84+531702.09,18,18.967,0.025,19.049,0.025,19.422,0.025,19.698,0.029,20.121,0.173,0.011,10.900
198.0381,51.7202,131208.13+514159.52,29,17.689,0.021,17.721,0.023,18.109,0.010,18.415,0.022,18.725,0.035,0.013,10.600
198.7375,52.9600,131454.53+525831.04,25,18.084,0.023,18.066,0.025,18.481,0.018,18.777,0.031,19.010,0.041,0.017,25.500
196.6432,53.8831,130635.53+535007.50,40,17.617,0.014,17.495,0.015,17.801,0.017,18.072,0.014,18.366,0.028,0.017,16.200
131.7835,44.4707,084652.93+442638.61,28,18.572,0.022,18.114,0.023,18.267,0.018,18.481,0.020,18.654,0.032,0.027,27.900
243.4359,57.4734,161342.70+572954.23,22,18.162,0.018,18.509,0.021,19.005,0.018,19.392,0.045,19.764,0.089,0.007,13.500
238.8228,57.5126,155456.02+573053.56,13,19.269,0.036,18.644,0.015,18.422,0.013,18.357,0.016,18.344,0.028,0.010,92.400
240.8500,58.0386,160336.09+580133.66,28,18.030,0.024,17.954,0.012,18.367,0.018,18.646,0.015,18.936,0.036,0.019,23.400
240.8500,58.0386,160316.12+580159.45,23,18.647,0.039,18.569,0.019,18.920,0.015,19.264,0.022,19.523,0.084,0.018,9.700
249.0752,56.0103,163609.00+560135.00,33,17.936,0.024,18.020,0.020,18.438,0.014,18.815,0.023,19.007,0.049,0.012,23.100
230.1916,56.9261,152101.48+565718.32,25,17.918,0.015,18.323,0.017,18.906,0.019,19.237,0.022,19.557,0.079,0.013,9.970
230.1001,57.7370,152009.31+574347.50,16,19.278,0.026,19.223,0.021,19.620,0.018,19.942,0.027,20.376,0.124,0.013,45.500
235.3127,56.1804,154113.97+560843.54,21,18.521,0.019,18.508,0.024,18.821,0.015,19.119,0.022,19.415,0.063,0.015,43.500
